id,category,base,treatment,data_needed,limitation,U,T,S,D,C,M,P,score,scan_score,research_score,readiness,release_gate
ARC-09-10,architecture,Personal watchlist workspace,source and trust rail everywhere,"private preference store, approved change events","Setup and account persistence conflict with public zero-setup access; inline caveat, full diagnostics on demand",4,5,4,4,4,4,1,79.6,80.8,81.2,Requires private preference/delivery infrastructure; no external sending enabled,Trust and publication gates in 01-goals-and-rubric.md apply before release
ARC-10-01,architecture,Dense configurable analyst dashboard,retain four-tab editorial shell,all aggregates plus layout preferences,Flexible but expensive cognitive and mobile load; reuse stable routes and typography,4,3,3,5,5,2,2,70.4,67.2,75.6,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
ARC-10-02,architecture,Dense configurable analyst dashboard,briefing plus persistent desktop index,all aggregates plus layout preferences,Flexible but expensive cognitive and mobile load; desktop split pane; mobile sequential fallback,4,3,3,5,5,2,1,68.8,66.0,74.4,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
ARC-10-03,architecture,Dense configurable analyst dashboard,single long research canvas,all aggregates plus layout preferences,Flexible but expensive cognitive and mobile load; in-page anchors but scroll burden,4,3,2,5,4,2,1,64.0,59.6,70.0,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
ARC-10-04,architecture,Dense configurable analyst dashboard,two-minute/deep-research modes,all aggregates plus layout preferences,Flexible but expensive cognitive and mobile load; remember mode; avoid duplicating content,4,3,4,5,5,2,1,71.6,70.8,76.0,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
ARC-10-05,architecture,Dense configurable analyst dashboard,comparison-led navigation,all aggregates plus layout preferences,Flexible but expensive cognitive and mobile load; comparison requires proposition contract,4,3,2,5,5,2,1,66.0,61.2,72.8,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
ARC-10-06,architecture,Dense configurable analyst dashboard,timeline as secondary workspace,all aggregates plus layout preferences,Flexible but expensive cognitive and mobile load; date scope persists across entities,4,3,3,5,5,2,1,68.8,66.0,74.4,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
ARC-10-07,architecture,Dense configurable analyst dashboard,universal search as default entry,all aggregates plus layout preferences,Flexible but expensive cognitive and mobile load; unknown-unknown discovery becomes harder,4,3,2,5,5,2,1,66.0,61.2,72.8,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
ARC-10-08,architecture,Dense configurable analyst dashboard,customizable landing panels,all aggregates plus layout preferences,Flexible but expensive cognitive and mobile load; preferences and competing priorities,4,3,2,5,5,1,1,64.0,58.8,71.6,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
ARC-10-09,architecture,Dense configurable analyst dashboard,preserve current card grid exactly,all aggregates plus layout preferences,Flexible but expensive cognitive and mobile load; minimal migration; duplicated prose persists,4,3,2,4,5,2,3,66.4,61.6,71.2,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
ARC-10-10,architecture,Dense configurable analyst dashboard,source and trust rail everywhere,all aggregates plus layout preferences,"Flexible but expensive cognitive and mobile load; inline caveat, full diagnostics on demand",4,4,3,5,5,2,1,73.2,70.4,79.2,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
PAG-01-01,pages,Change brief: summary to evidence,summary then strongest evidence,"cited change, periods, coverage, representative claim",Must not substitute generic significance copy; one-screen entry and clear depth,5,4,5,5,4,5,5,93.6,94.0,92.4,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
PAG-01-02,pages,Change brief: summary to evidence,evidence then interpretation,"cited change, periods, coverage, representative claim",Must not substitute generic significance copy; proof immediate; orientation slightly slower,5,5,5,5,4,5,5,98.0,98.4,97.2,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
PAG-01-03,pages,Change brief: summary to evidence,chart then summary,"cited change, periods, coverage, representative claim",Must not substitute generic significance copy; trend dominates without substantive framing,5,4,4,5,4,5,5,90.8,89.2,90.8,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
PAG-01-04,pages,Change brief: summary to evidence,arguments then evidence ledger,"cited change, periods, coverage, representative claim",Must not substitute generic significance copy; works only with genuine paired positions,5,4,5,5,5,5,5,95.6,95.6,95.2,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
PAG-01-05,pages,Change brief: summary to evidence,single reading column,"cited change, periods, coverage, representative claim",Must not substitute generic significance copy; desktop comparison becomes sequential,5,4,5,5,4,5,5,93.6,94.0,92.4,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
PAG-01-06,pages,Change brief: summary to evidence,desktop reading column plus sidebar,"cited change, periods, coverage, representative claim",Must not substitute generic significance copy; sidebar below key evidence on mobile,5,4,5,5,4,5,5,93.6,94.0,92.4,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
PAG-01-07,pages,Change brief: summary to evidence,tabs for summary/claims/history,"cited change, periods, coverage, representative claim",Must not substitute generic significance copy; hidden sections need counts and direct routes,5,4,5,5,4,5,4,92.0,92.8,91.2,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
PAG-01-08,pages,Change brief: summary to evidence,accordion sections,"cited change, periods, coverage, representative claim",Must not substitute generic significance copy; compact but disclosure can hide evidence,5,4,5,5,4,4,5,91.6,91.6,91.2,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
PAG-01-09,pages,Change brief: summary to evidence,full table with expandable rows,"cited change, periods, coverage, representative claim",Must not substitute generic significance copy; research power with weaker narrative scan,5,4,4,5,4,5,4,89.2,88.0,89.6,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
PAG-01-10,pages,Change brief: summary to evidence,current layout with corrected labels,"cited change, periods, coverage, representative claim",Must not substitute generic significance copy; preserves interaction; leaves some scroll cost,5,4,5,5,4,5,5,93.6,94.0,92.4,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
PAG-02-01,pages,Issue dossier: question and competing claims,summary then strongest evidence,"canonical issue, propositions, paired claims, history",Long pages need sections and preserved navigation; one-screen entry and clear depth,5,4,5,5,5,5,5,95.6,95.6,95.2,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
